Employee ID,age group,Age,Gender,year band,Years at Company,job role,salary band,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,,,KPIS
56973,25-34,33,Male,10+  years,25,Finance,medium,5725,Excellent,Very High,Average,1,Yes,28,Associate Degree,Single,5,Mid,Medium,39,No,No,No,Good,Medium,Stayed,,,
1748,55+,54,Female,10+  years,30,Technology,high,9801,Good,High,Average,1,No,64,Associate Degree,Single,0,Entry,Large,92,No,No,No,Fair,Low,Left,,,
73828,25-34,29,Female,6-10 years,10,Media,medium,4946,Excellent,High,Below Average,1,Yes,18,Bachelor’s Degree,Married,1,Mid,Medium,33,Yes,No,Yes,Good,Low,Stayed,,,
19555,18-24,22,Male,10+  years,13,Technology,high,8674,Fair,High,High,1,No,87,Bachelor’s Degree,Single,1,Entry,Large,36,No,No,No,Fair,High,Left,,,
68531,55+,51,Male,10+  years,39,Education,medium,3984,Fair,High,High,0,No,46,Bachelor’s Degree,Married,1,Mid,Large,109,No,No,No,Poor,Low,Left,,,
4089,25-34,28,Female,10+  years,18,Finance,high,9852,Good,High,Average,2,No,42,Bachelor’s Degree,Single,5,Senior,Medium,73,No,No,No,Fair,Low,Left,,,
52274,55+,53,Male,10+  years,44,Media,medium,5671,Good,Medium,High,0,No,44,Bachelor’s Degree,Married,5,Mid,Medium,78,No,No,Yes,Good,Medium,Stayed,,,
66192,55+,49,Male,10+  years,31,Finance,high,9493,Good,High,Average,1,No,75,Master’s Degree,Single,4,Mid,Medium,56,No,No,No,Poor,High,Left,,,
28297,55+,54,Male,10+  years,11,Education,medium,4383,Poor,High,Average,1,No,51,Master’s Degree,Single,5,Entry,Medium,74,Yes,No,No,Good,High,Stayed,,,
50505,25-34,34,Female,10+  years,20,Healthcare,high,9240,Poor,High,Average,0,Yes,61,High School,Divorced,1,Mid,Small,61,No,No,No,Fair,Low,Left,,,
24339,25-34,33,Male,6-10 years,7,Media,medium,6958,Good,Medium,High,1,No,18,High School,Single,1,Entry,Large,84,Yes,No,No,Good,Low,Stayed,,,
31727,55+,56,Male,10+  years,18,Technology,high,7916,Fair,High,Average,0,No,16,Bachelor’s Degree,Married,3,Senior,Small,37,No,No,No,Excellent,High,Stayed,,,
32619,18-24,21,Male,3-5 years,4,Finance,high,7921,Fair,High,Below Average,1,Yes,95,Master’s Degree,Married,3,Entry,Medium,38,Yes,No,No,Fair,Low,Stayed,,,
36046,25-34,26,Female,10+  years,15,Education,medium,5811,Fair,Medium,Below Average,2,No,76,Associate Degree,Divorced,2,Senior,Medium,89,No,No,No,Good,Low,Left,,,
5673,25-34,27,Female,10+  years,12,Technology,high,9260,Good,Low,Average,2,No,90,Associate Degree,Divorced,2,Mid,Medium,48,No,No,No,Excellent,Low,Stayed,,,
56336,25-34,28,Female,10+  years,15,Technology,high,10423,Fair,High,Below Average,1,No,28,High School,Married,0,Senior,Large,83,No,No,No,Good,Medium,Left,,,
55475,55+,46,Male,10+  years,35,Media,medium,6240,Excellent,Very High,High,0,No,87,Master’s Degree,Single,2,Senior,Large,50,No,No,No,Fair,Low,Stayed,,,
58692,18-24,24,Female,3-5 years,4,Finance,high,11190,Good,Very High,Average,0,No,62,High School,Divorced,0,Mid,Medium,23,No,No,No,Good,Medium,Left,,,
64811,25-34,25,Female,6-10 years,6,Healthcare,high,7285,Good,Low,Average,4,No,53,Associate Degree,Married,4,Mid,Small,15,Yes,No,No,Excellent,High,Stayed,,,
62899,18-24,20,Female,6-10 years,10,Media,medium,5904,Good,Low,Average,1,Yes,14,High School,Married,5,Mid,Large,72,No,No,No,Good,High,Left,,,
19839,35-44,44,Male,10+  years,21,Media,medium,5691,Good,High,Below Average,1,No,6,High School,Married,2,Entry,Large,58,No,No,No,Excellent,Low,Left,,,
60075,35-44,39,Female,6-10 years,9,Education,medium,4720,Poor,Medium,Average,0,No,21,Master’s Degree,Married,4,Entry,Small,36,Yes,No,No,Good,Low,Left,,,
50788,35-44,40,Female,3-5 years,4,Technology,high,9178,Good,High,Low,2,Yes,3,Bachelor’s Degree,Married,3,Senior,Small,43,No,No,No,Poor,High,Stayed,,,
67792,18-24,21,Female,10+  years,12,Healthcare,high,7538,Good,High,Average,1,No,30,Bachelor’s Degree,Single,4,Entry,Small,50,No,No,No,Poor,Medium,Left,,,
62353,35-44,43,Female,10+  years,20,Education,medium,3235,Poor,Low,Below Average,2,Yes,42,High School,Married,2,Entry,Small,67,No,No,No,Good,Low,Left,,,
1258,35-44,36,Female,10+  years,19,Technology,high,10675,Good,High,High,0,No,6,Master’s Degree,Married,4,Senior,Large,87,No,No,No,Poor,High,Stayed,,,
12043,55+,53,Female,10+  years,15,Education,medium,4709,Good,Medium,Below Average,0,No,32,Bachelor’s Degree,Single,0,Mid,Medium,81,Yes,No,No,Fair,Low,Stayed,,,
15321,35-44,40,Male,10+  years,28,Healthcare,high,7726,Good,Medium,Low,0,No,86,High School,Single,0,Mid,Medium,78,No,No,No,Good,Medium,Left,,,
579,55+,56,Male,0-2 years,2,Media,medium,5483,Good,Medium,Average,0,Yes,61,Associate Degree,Married,0,Mid,Small,42,No,No,No,Poor,Medium,Stayed,,,
46737,25-34,27,Male,10+  years,19,Healthcare,medium,6568,Excellent,Very High,Average,2,No,73,Master’s Degree,Married,3,Senior,Small,29,No,No,No,Good,High,Stayed,,,
24760,25-34,27,Female,6-10 years,7,Media,medium,5983,Poor,Very High,Below Average,1,No,1,Master’s Degree,Married,1,Entry,Medium,34,Yes,No,No,Good,Medium,Left,,,
56140,18-24,19,Female,6-10 years,6,Healthcare,high,8980,Good,High,Average,0,No,47,Bachelor’s Degree,Single,2,Entry,Large,56,Yes,No,No,Fair,High,Stayed,,,
2519,18-24,21,Female,6-10 years,8,Education,medium,4319,Good,High,Average,0,No,78,Master’s Degree,Single,0,Mid,Medium,70,No,No,No,Poor,High,Left,,,
68989,25-34,31,Male,6-10 years,7,Healthcare,high,8798,Good,Very High,Average,1,No,32,Bachelor’s Degree,Single,1,Entry,Medium,63,No,No,No,Poor,Medium,Left,,,
65725,55+,56,Female,10+  years,26,Education,medium,4185,Fair,High,Average,0,No,7,Associate Degree,Divorced,0,Mid,Medium,33,No,No,No,Good,Medium,Stayed,,,
21191,18-24,19,Male,6-10 years,8,Healthcare,high,10132,Poor,High,Average,0,No,77,Bachelor’s Degree,Married,5,Entry,Small,65,No,No,No,Good,Medium,Left,,,
50351,18-24,19,Male,3-5 years,3,Technology,high,8184,Good,High,Low,1,No,76,Associate Degree,Single,1,Mid,Large,65,No,No,No,Good,High,Left,,,
36911,55+,55,Male,3-5 years,3,Healthcare,high,8356,Good,Medium,Below Average,1,No,47,Master’s Degree,Single,0,Senior,Small,21,No,No,No,Good,High,Stayed,,,
66795,55+,56,Female,10+  years,39,Healthcare,medium,6983,Excellent,Medium,Average,1,No,20,Master’s Degree,Single,2,Mid,Small,67,No,No,No,Fair,High,Left,,,
44023,25-34,34,Male,0-2 years,1,Education,medium,5673,Good,Medium,Below Average,0,No,58,High School,Married,1,Mid,Medium,23,No,No,No,Good,Low,Stayed,,,
34835,25-34,33,Male,10+  years,20,Education,medium,4530,Fair,High,Below Average,0,No,58,High School,Single,4,Entry,Small,48,No,No,Yes,Poor,Medium,Left,,,
22209,35-44,38,Male,10+  years,24,Media,medium,5707,Good,High,Average,0,Yes,27,High School,Married,2,Mid,Medium,35,No,No,No,Good,Medium,Stayed,,,
66610,35-44,40,Female,10+  years,31,Media,medium,5248,Good,High,Average,1,No,58,Master’s Degree,Married,0,Entry,Large,32,Yes,No,No,Good,High,Stayed,,,
5971,35-44,42,Male,3-5 years,5,Technology,high,8626,Fair,Medium,Average,0,Yes,66,Bachelor’s Degree,Divorced,1,Mid,Medium,61,No,No,No,Excellent,High,Stayed,,,
52896,18-24,23,Female,6-10 years,8,Technology,high,10490,Excellent,Medium,Average,0,Yes,89,Associate Degree,Married,0,Senior,Small,40,No,No,No,Poor,Low,Stayed,,,
1257,35-44,37,Female,10+  years,29,Healthcare,high,7777,Good,Low,Below Average,1,No,75,Master’s Degree,Single,1,Entry,Medium,49,No,No,No,Poor,High,Left,,,
24495,55+,56,Male,10+  years,14,Technology,high,10744,Poor,High,High,0,No,67,Bachelor’s Degree,Single,3,Senior,Small,60,No,Yes,Yes,Good,Medium,Left,,,
4029,18-24,21,Male,10+  years,12,Healthcare,high,7091,Good,Very High,Average,3,Yes,81,Master’s Degree,Single,2,Mid,Medium,85,No,No,No,Fair,High,Left,,,
45515,35-44,38,Female,0-2 years,1,Technology,high,8462,Fair,High,Average,2,No,91,PhD,Married,0,Entry,Large,79,No,No,No,Good,Very High,Stayed,,,
23865,55+,55,Male,10+  years,42,Media,medium,6096,Good,High,Average,1,No,3,Master’s Degree,Married,1,Mid,Medium,70,No,No,Yes,Good,Low,Stayed,,,
32532,18-24,18,Male,0-2 years,2,Healthcare,high,8450,Excellent,High,Average,1,No,18,Master’s Degree,Married,0,Mid,Medium,54,No,No,No,Good,High,Stayed,,,
47365,55+,46,Female,3-5 years,4,Technology,high,8051,Poor,High,Low,3,No,25,Associate Degree,Single,1,Mid,Medium,62,No,No,No,Good,Medium,Left,,,
37682,18-24,18,Female,3-5 years,4,Finance,medium,5785,Good,Very High,Average,1,No,97,Bachelor’s Degree,Divorced,1,Senior,Medium,6,No,Yes,No,Poor,Low,Stayed,,,
29722,25-34,33,Male,10+  years,23,Education,medium,4631,Fair,High,Average,0,No,90,Associate Degree,Married,3,Entry,Small,42,No,No,No,Fair,Low,Left,,,
22261,55+,51,Male,10+  years,17,Education,medium,6059,Good,High,High,0,No,82,Bachelor’s Degree,Divorced,0,Senior,Medium,53,No,No,No,Good,Medium,Stayed,,,
25754,25-34,33,Female,10+  years,18,Finance,high,10601,Fair,High,Average,0,No,26,Bachelor’s Degree,Single,0,Entry,Medium,46,No,No,No,Fair,Medium,Left,,,
25808,55+,52,Female,10+  years,22,Media,medium,5579,Fair,High,High,1,No,19,Associate Degree,Single,0,Senior,Medium,30,No,No,No,Good,Low,Stayed,,,
19081,25-34,28,Female,0-2 years,2,Education,medium,3876,Poor,Medium,Average,0,Yes,42,High School,Divorced,3,Senior,Small,26,No,No,No,Fair,Very High,Left,,,
2928,35-44,39,Female,10+  years,29,Technology,high,9562,Good,High,Average,0,Yes,26,Bachelor’s Degree,Single,0,Senior,Small,43,No,No,No,Good,High,Stayed,,,
38512,18-24,21,Male,6-10 years,10,Education,medium,3589,Fair,High,Average,0,No,59,Master’s Degree,Single,2,Entry,Medium,79,No,No,No,Poor,High,Left,,,
26542,35-44,40,Male,10+  years,30,Technology,high,7139,Fair,Very High,Average,2,No,10,Associate Degree,Married,1,Entry,Large,106,No,No,No,Good,Medium,Left,,,
7479,55+,48,Male,10+  years,38,Education,medium,4305,Good,Very High,Average,1,No,63,High School,Divorced,2,Entry,Large,60,Yes,No,No,Poor,Low,Stayed,,,
55128,35-44,40,Female,3-5 years,3,Technology,high,7352,Fair,Medium,Average,0,No,32,Bachelor’s Degree,Single,1,Mid,Medium,22,No,No,No,Good,Low,Left,,,
32235,25-34,34,Female,6-10 years,10,Finance,high,7019,Good,High,Average,0,No,90,High School,Married,1,Entry,Medium,81,Yes,No,No,Good,Medium,Stayed,,,
9646,55+,53,Female,10+  years,36,Finance,medium,6955,Fair,High,Average,0,Yes,61,Bachelor’s Degree,Single,0,Entry,Large,42,No,No,No,Good,Low,Left,,,
9386,55+,54,Male,10+  years,12,Finance,medium,4776,Poor,Low,High,0,Yes,44,Associate Degree,Married,1,Senior,Medium,24,No,No,No,Excellent,Low,Stayed,,,
52126,35-44,37,Male,10+  years,23,Technology,high,8713,Good,High,Average,3,Yes,54,Master’s Degree,Single,0,Entry,Medium,34,No,No,No,Good,High,Left,,,
59127,18-24,21,Male,0-2 years,1,Media,medium,5581,Poor,Very High,Below Average,0,No,63,Master’s Degree,Married,0,Mid,Medium,23,Yes,No,No,Good,Medium,Stayed,,,
43851,25-34,26,Male,10+  years,18,Finance,high,10461,Fair,High,Low,1,No,74,Master’s Degree,Married,0,Entry,Medium,39,No,No,No,Good,Medium,Left,,,
20921,35-44,38,Male,10+  years,11,Technology,high,8603,Fair,High,Below Average,2,No,68,Master’s Degree,Single,1,Entry,Small,47,No,No,No,Good,Low,Left,,,
39751,35-44,42,Female,10+  years,20,Education,medium,3493,Good,Low,High,1,No,94,Bachelor’s Degree,Divorced,4,Entry,Large,41,No,No,No,Poor,Medium,Left,,,
59187,25-34,29,Female,6-10 years,8,Technology,high,10047,Fair,Medium,High,0,No,12,Associate Degree,Married,3,Mid,Small,17,No,No,No,Fair,Low,Left,,,
40549,35-44,41,Female,10+  years,23,Technology,high,8714,Good,Very High,Average,0,No,1,High School,Married,0,Senior,Small,90,No,Yes,No,Good,Medium,Stayed,,,
15166,25-34,31,Male,10+  years,15,Healthcare,high,9791,Fair,High,Average,0,No,93,Bachelor’s Degree,Single,1,Mid,Medium,30,Yes,No,Yes,Fair,Low,Stayed,,,
29687,35-44,44,Male,0-2 years,1,Healthcare,high,8254,Fair,High,Average,0,Yes,19,Associate Degree,Single,1,Entry,Small,12,No,No,No,Poor,Medium,Left,,,
73656,35-44,35,Male,10+  years,22,Media,medium,5284,Excellent,High,Average,0,No,89,Master’s Degree,Single,2,Entry,Medium,101,No,No,No,Excellent,Medium,Left,,,
53738,25-34,34,Female,10+  years,20,Media,medium,5989,Poor,Low,Average,0,No,73,Bachelor’s Degree,Divorced,4,Mid,Medium,36,No,No,No,Fair,Low,Left,,,
46528,55+,59,Female,3-5 years,3,Education,medium,3230,Good,High,High,0,Yes,45,High School,Married,4,Mid,Medium,54,No,No,No,Poor,Low,Stayed,,,
28633,55+,51,Female,6-10 years,8,Education,medium,3294,Good,Very High,High,0,No,85,PhD,Divorced,0,Mid,Large,69,No,No,No,Excellent,Medium,Stayed,,,
48769,35-44,39,Male,0-2 years,2,Finance,medium,5810,Poor,High,Below Average,2,No,20,High School,Single,1,Entry,Medium,23,No,No,Yes,Poor,Medium,Left,,,
31472,55+,49,Male,10+  years,20,Education,medium,5116,Good,Very High,Average,1,No,16,Master’s Degree,Single,0,Mid,Medium,88,No,No,No,Poor,High,Left,,,
69902,35-44,38,Male,0-2 years,2,Media,medium,6244,Fair,High,High,0,No,80,Associate Degree,Married,1,Entry,Small,47,Yes,No,No,Good,Low,Stayed,,,
2509,25-34,31,Male,10+  years,22,Finance,high,7971,Good,Low,Below Average,1,No,74,Associate Degree,Married,3,Entry,Small,68,No,No,No,Good,High,Stayed,,,
3796,55+,51,Female,10+  years,13,Education,medium,4380,Good,High,High,0,No,61,Bachelor’s Degree,Married,0,Entry,Large,43,No,No,No,Poor,High,Left,,,
47055,25-34,27,Male,10+  years,18,Finance,high,9522,Fair,Low,Average,0,No,41,Bachelor’s Degree,Divorced,0,Mid,Large,27,No,No,Yes,Good,Low,Left,,,
4574,55+,46,Male,10+  years,22,Technology,high,9646,Excellent,High,Average,0,No,95,Associate Degree,Divorced,0,Mid,Medium,81,No,No,No,Fair,Medium,Left,,,
14753,55+,49,Female,10+  years,14,Technology,high,12342,Fair,Medium,High,2,No,1,Master’s Degree,Single,3,Senior,Large,50,No,No,No,Good,High,Left,,,
15392,35-44,36,Male,0-2 years,1,Technology,high,8766,Fair,High,Below Average,0,Yes,68,Master’s Degree,Married,0,Entry,Large,55,No,No,No,Fair,High,Left,,,
20249,18-24,19,Female,6-10 years,7,Technology,high,10287,Fair,Medium,Average,0,Yes,90,Master’s Degree,Married,1,Entry,Small,43,No,No,No,Poor,Medium,Left,,,
42315,55+,51,Male,10+  years,32,Education,medium,5352,Poor,Very High,Low,2,Yes,98,Bachelor’s Degree,Divorced,2,Mid,Medium,44,No,Yes,No,Poor,Low,Left,,,
30015,55+,58,Male,10+  years,21,Technology,high,9104,Poor,Low,Low,0,No,86,High School,Single,4,Mid,Medium,33,No,No,Yes,Poor,Low,Left,,,
17463,25-34,25,Male,6-10 years,10,Education,medium,5631,Good,Very High,Average,0,Yes,21,Associate Degree,Married,1,Entry,Medium,81,No,No,No,Fair,Medium,Stayed,,,
51015,55+,56,Male,10+  years,32,Healthcare,medium,6999,Good,High,Average,1,Yes,99,High School,Married,3,Senior,Small,94,No,No,No,Good,Low,Stayed,,,
51485,25-34,32,Female,10+  years,19,Finance,high,7397,Fair,High,Average,4,No,50,Master’s Degree,Single,3,Mid,Large,89,No,No,No,Good,Low,Left,,,
12546,35-44,41,Female,10+  years,11,Healthcare,medium,6236,Fair,High,High,0,No,73,Master’s Degree,Single,0,Mid,Medium,77,No,No,Yes,Excellent,High,Left,,,
22476,55+,54,Female,10+  years,43,Technology,high,7900,Good,Low,Average,0,Yes,61,PhD,Married,3,Mid,Medium,69,Yes,No,No,Fair,Low,Stayed,,,
57830,55+,54,Male,10+  years,38,Healthcare,high,8741,Fair,Medium,High,2,Yes,15,Master’s Degree,Divorced,1,Entry,Medium,68,Yes,Yes,No,Good,High,Stayed,,,
21048,35-44,44,Female,6-10 years,6,Healthcare,high,8142,Fair,High,Below Average,1,No,61,Master’s Degree,Single,0,Entry,Medium,57,Yes,No,No,Poor,High,Left,,,
28585,35-44,38,Female,10+  years,29,Media,medium,5368,Good,High,Average,4,No,2,Associate Degree,Married,0,Mid,Small,48,No,No,No,Good,Low,Stayed,,,
9136,18-24,24,Male,6-10 years,6,Technology,high,9664,Excellent,Very High,Average,1,No,90,High School,Divorced,3,Entry,Medium,54,No,No,No,Good,Medium,Left,,,
14155,18-24,19,Male,0-2 years,1,Healthcare,high,8295,Good,High,Average,0,No,83,PhD,Single,2,Entry,Small,74,No,Yes,No,Fair,Low,Stayed,,,
16717,55+,52,Female,10+  years,11,Education,medium,4626,Poor,High,Average,1,No,9,Associate Degree,Single,1,Entry,Small,22,Yes,No,No,Fair,Low,Left,,,
66095,25-34,29,Male,10+  years,19,Technology,high,11693,Fair,Very High,High,2,No,59,Associate Degree,Married,3,Mid,Medium,66,No,No,No,Good,Medium,Left,,,
46047,18-24,23,Female,10+  years,15,Healthcare,medium,6891,Fair,Medium,Below Average,0,No,85,Bachelor’s Degree,Married,1,Mid,Medium,19,No,No,No,Fair,Medium,Left,,,
37009,35-44,40,Male,3-5 years,3,Healthcare,high,8655,Fair,High,Below Average,0,No,58,Master’s Degree,Married,3,Senior,Medium,79,No,No,No,Poor,Low,Left,,,
21600,55+,55,Male,6-10 years,10,Technology,high,10960,Fair,Medium,Average,0,No,78,Bachelor’s Degree,Single,0,Mid,Medium,15,No,No,Yes,Fair,High,Left,,,
42303,25-34,34,Female,10+  years,15,Healthcare,medium,6712,Good,High,Average,0,Yes,15,Associate Degree,Married,0,Entry,Medium,48,No,No,No,Poor,Low,Left,,,
16153,25-34,27,Female,10+  years,17,Healthcare,high,8124,Good,High,Average,3,No,91,Associate Degree,Divorced,3,Mid,Medium,61,No,No,No,Good,Medium,Stayed,,,
52277,25-34,28,Male,6-10 years,10,Healthcare,high,8757,Good,High,High,3,No,22,Associate Degree,Married,2,Entry,Medium,11,Yes,No,No,Fair,High,Stayed,,,
49316,55+,50,Male,10+  years,37,Education,medium,3667,Good,Low,Average,0,No,91,Bachelor’s Degree,Married,1,Mid,Small,55,No,No,No,Fair,Low,Left,,,
55830,18-24,19,Male,6-10 years,10,Media,medium,5625,Good,High,Average,0,Yes,84,Associate Degree,Divorced,1,Mid,Medium,47,No,No,No,Good,Low,Stayed,,,
27402,55+,49,Female,10+  years,14,Healthcare,high,9218,Good,High,Average,0,No,46,Master’s Degree,Single,1,Entry,Medium,67,No,No,No,Fair,Medium,Left,,,
19615,25-34,25,Male,0-2 years,2,Media,medium,6051,Good,High,High,2,No,4,High School,Divorced,1,Mid,Small,53,No,No,No,Excellent,Medium,Left,,,
15177,55+,53,Female,10+  years,16,Technology,high,12362,Excellent,High,High,1,Yes,74,Bachelor’s Degree,Divorced,2,Entry,Large,26,No,No,No,Good,High,Left,,,
15710,55+,48,Female,10+  years,20,Technology,high,9776,Fair,High,High,1,No,97,Bachelor’s Degree,Divorced,1,Senior,Medium,73,No,No,No,Poor,Medium,Stayed,,,
54560,25-34,34,Male,3-5 years,5,Media,medium,6057,Fair,High,Average,0,Yes,72,Associate Degree,Married,2,Senior,Medium,65,Yes,No,No,Fair,High,Stayed,,,
48707,35-44,40,Male,10+  years,19,Technology,high,9658,Fair,High,Below Average,2,Yes,62,PhD,Single,3,Mid,Small,80,No,No,No,Good,High,Left,,,
28522,25-34,30,Female,10+  years,15,Technology,high,8210,Good,Low,Average,2,No,31,PhD,Married,2,Entry,Small,52,No,No,No,Good,Low,Stayed,,,
37784,18-24,23,Male,3-5 years,3,Technology,high,7889,Fair,Medium,Average,0,No,64,Bachelor’s Degree,Married,3,Senior,Small,78,No,No,No,Good,Low,Stayed,,,
29538,55+,55,Female,10+  years,21,Media,medium,5819,Good,High,High,2,No,66,Associate Degree,Married,2,Mid,Medium,22,No,No,No,Fair,Medium,Left,,,
1577,18-24,19,Male,6-10 years,8,Media,medium,5858,Excellent,Low,Average,0,No,70,Bachelor’s Degree,Married,0,Mid,Small,35,No,No,No,Poor,Low,Stayed,,,
6514,35-44,38,Female,10+  years,22,Healthcare,high,8478,Good,Medium,Average,0,No,47,Bachelor’s Degree,Married,4,Senior,Medium,77,No,No,No,Poor,Medium,Stayed,,,
68582,35-44,38,Female,10+  years,18,Healthcare,high,8903,Excellent,High,Average,0,Yes,45,High School,Married,0,Entry,Medium,53,No,No,No,Fair,Medium,Stayed,,,
11276,18-24,19,Male,3-5 years,5,Technology,high,11252,Good,High,Average,0,No,95,High School,Married,1,Senior,Medium,24,No,No,No,Excellent,High,Left,,,
14927,35-44,36,Female,0-2 years,1,Finance,high,11284,Fair,Medium,Average,1,No,60,Master’s Degree,Married,1,Mid,Medium,78,No,No,No,Fair,Low,Left,,,
38376,18-24,24,Male,6-10 years,10,Finance,medium,4716,Good,High,Average,0,No,90,Bachelor’s Degree,Divorced,0,Entry,Medium,55,No,No,Yes,Poor,Low,Left,,,
14958,55+,55,Female,10+  years,30,Media,medium,5688,Good,Very High,Average,1,No,65,Associate Degree,Married,1,Entry,Medium,81,No,No,No,Poor,High,Left,,,
62513,25-34,29,Female,3-5 years,4,Technology,high,9422,Fair,High,High,0,No,81,Associate Degree,Single,1,Entry,Medium,68,No,No,No,Excellent,Low,Left,,,
37462,25-34,31,Male,10+  years,22,Media,medium,6480,Fair,Low,Average,0,No,26,Master’s Degree,Single,0,Senior,Small,48,No,No,No,Good,High,Stayed,,,
13380,55+,54,Male,10+  years,36,Technology,high,10211,Poor,High,Average,1,Yes,32,High School,Married,1,Senior,Medium,93,No,Yes,No,Good,High,Stayed,,,
36715,25-34,26,Male,10+  years,14,Education,low,2876,Good,High,Below Average,0,No,10,Bachelor’s Degree,Married,2,Entry,Small,75,No,No,No,Good,High,Stayed,,,
45553,55+,59,Male,10+  years,23,Education,medium,5074,Fair,High,Average,2,No,15,Master’s Degree,Single,0,Mid,Medium,67,No,No,No,Poor,Medium,Stayed,,,
23049,25-34,26,Female,0-2 years,2,Finance,high,8883,Excellent,High,Average,1,No,5,PhD,Single,0,Entry,Small,56,No,No,No,Excellent,Medium,Stayed,,,
72871,35-44,40,Female,10+  years,23,Education,medium,4373,Fair,High,Average,0,No,91,Associate Degree,Married,1,Mid,Large,62,No,No,Yes,Good,Low,Stayed,,,
38113,55+,51,Male,10+  years,43,Healthcare,high,8882,Fair,High,Below Average,0,Yes,70,High School,Married,0,Mid,Medium,66,No,No,No,Fair,Medium,Stayed,,,
912,35-44,41,Female,3-5 years,4,Education,medium,4867,Poor,Low,Average,0,No,24,Master’s Degree,Single,5,Mid,Medium,33,No,No,No,Poor,Low,Left,,,
12432,55+,54,Male,10+  years,26,Education,medium,5102,Good,Very High,Average,0,No,35,High School,Single,1,Senior,Medium,75,Yes,No,Yes,Fair,High,Stayed,,,
17361,55+,48,Male,10+  years,36,Technology,high,8502,Good,High,Average,0,No,19,Bachelor’s Degree,Married,0,Entry,Medium,104,No,No,No,Good,Medium,Stayed,,,
37612,55+,51,Male,3-5 years,4,Media,medium,5877,Good,Very High,Below Average,1,No,9,Associate Degree,Married,2,Mid,Medium,36,No,No,Yes,Poor,High,Stayed,,,
10689,55+,52,Male,3-5 years,4,Technology,high,9718,Fair,High,High,3,No,99,Bachelor’s Degree,Married,2,Entry,Medium,31,No,No,No,Poor,Medium,Left,,,
71762,25-34,26,Female,6-10 years,10,Finance,high,9651,Good,High,Average,0,Yes,34,Master’s Degree,Married,2,Mid,Medium,80,No,No,No,Fair,Low,Left,,,
33030,18-24,22,Female,6-10 years,7,Healthcare,high,7472,Good,High,Low,0,No,72,High School,Single,2,Entry,Medium,8,No,No,No,Fair,Low,Left,,,
31464,25-34,28,Male,6-10 years,8,Healthcare,high,8253,Fair,High,Average,1,No,20,PhD,Married,0,Mid,Small,64,Yes,No,No,Poor,Low,Stayed,,,
46769,55+,52,Male,10+  years,15,Finance,medium,3005,Good,High,Average,0,No,37,Associate Degree,Single,1,Senior,Large,56,No,No,No,Fair,High,Stayed,,,
28407,55+,53,Male,10+  years,22,Healthcare,high,8760,Fair,Medium,Average,0,Yes,62,Bachelor’s Degree,Single,0,Senior,Large,31,Yes,No,Yes,Excellent,Medium,Stayed,,,
61619,55+,54,Male,10+  years,17,Technology,high,9600,Fair,Medium,Average,0,No,69,Bachelor’s Degree,Married,1,Entry,Medium,31,No,No,Yes,Fair,High,Left,,,
60194,55+,57,Male,10+  years,31,Healthcare,medium,6962,Good,Very High,Average,0,No,35,Associate Degree,Married,0,Entry,Medium,87,No,No,No,Excellent,High,Stayed,,,
70465,35-44,43,Female,10+  years,11,Finance,medium,6878,Fair,Very High,High,0,No,75,Master’s Degree,Married,3,Mid,Medium,84,No,No,No,Excellent,High,Stayed,,,
3301,18-24,20,Male,0-2 years,1,Education,medium,4426,Good,High,High,2,Yes,33,High School,Married,0,Entry,Medium,62,No,No,No,Good,Low,Stayed,,,
12640,18-24,19,Male,3-5 years,5,Healthcare,high,7755,Fair,Very High,High,0,No,57,Bachelor’s Degree,Divorced,1,Entry,Medium,69,No,No,Yes,Good,Medium,Left,,,
41490,25-34,31,Male,10+  years,16,Healthcare,high,9735,Fair,Very High,High,3,No,5,Bachelor’s Degree,Married,2,Entry,Medium,75,No,No,No,Fair,Low,Stayed,,,
63174,25-34,27,Female,6-10 years,7,Healthcare,high,9384,Good,Medium,High,0,No,4,Associate Degree,Married,0,Entry,Medium,19,No,Yes,No,Poor,Medium,Stayed,,,
27320,35-44,36,Female,0-2 years,1,Healthcare,high,8922,Poor,Medium,Average,1,No,50,Master’s Degree,Single,3,Entry,Medium,36,No,No,No,Poor,Medium,Left,,,
7913,35-44,42,Female,10+  years,28,Healthcare,high,7377,Excellent,High,Average,1,No,16,High School,Married,4,Entry,Small,105,Yes,No,No,Good,High,Stayed,,,
33257,18-24,20,Female,3-5 years,3,Healthcare,medium,6461,Fair,High,Average,0,Yes,36,Associate Degree,Divorced,1,Entry,Small,63,No,Yes,Yes,Poor,Low,Left,,,
39741,18-24,23,Female,10+  years,14,Technology,high,9089,Fair,High,Low,3,Yes,98,Associate Degree,Married,4,Mid,Small,54,No,Yes,No,Fair,Medium,Stayed,,,
6936,18-24,19,Female,6-10 years,9,Education,medium,3972,Good,High,Average,0,No,94,PhD,Single,0,Mid,Large,56,No,No,Yes,Poor,Medium,Left,,,
9982,25-34,29,Female,10+  years,12,Education,medium,4968,Poor,High,High,2,Yes,42,High School,Single,0,Mid,Medium,69,No,No,No,Poor,Low,Left,,,
